Topic,Review_Raw,Tokens,Representative_document
74,"사람들이 이 제품 너무너무 좋다고 해서 반신반의 하면서 사보았어요
근데 기대이상 입니다
생각보다 크기가작아 첨에 실망햇지만
직접 써보니 너무너무 맘에 듭니다
전 냉장고에 넣어두고 시원하게 쓴답니다
배송빠르고 가격착해요 너무너무 좋아요 감사합니다 잘쓸게요 최고다요",반신반의 기대 이상 크기 실망 냉장고 빠르다 착하다 감사,True
65,끈적임이 아닌 쫀득한 느낌이예요 스프레이 없는줄 몰랐는데 그냥 써보니 조금 불편해서 스프레이 주는 걸로 추가 주문 했어요 스프레이로 나오면 좋을것 같아요 스프레이로 사용해보니 뭔가 더 촉촉하게 잘 스며드는 느낌이예요 몸에도 다 할려구요 요즘 부쩍 건조해져서 잘 쓸것 같아요,쫀득하다 스프레이 불편 스프레이 추가 스프레이 스프레이 촉촉하다 요즘 건조,True
25,"## 라네즈 젤 크림스킨 솔직 후기

**촉촉함과 산뜻함의 조화**
- 젤크림스킨은 워터리하면서도 젤크림의 보습력을 담아, 바르는 순간 산뜻하게 흡수되고 끈적임이나 번들거림 없이 마무리됩니다.
- 겉은 보송하고 매트하게 마무리되지만, 속건조는 확실히 잡아줘서 피부결이 쫀쫀하고 매끈해집니다.

**유분 및 모공 케어**
- 12시간 동안 오일 컨트롤 효과가 지속되어, 특히 지성·수분부족지성(수부지) 피부에 추천됩니다.
- 징크와 듀얼 펩타이드 성분이 피지 분비와 모공 부피 개선에 도움을 주며, 실제로 임상에서 피지 분비 45% 감소, 모공 부피 36% 개선 효과가 확인되었습니다.

**메이크업 밀착력과 피부결 정돈**
- 산뜻한 마무리감 덕분에 메이크업이 잘 밀착되고, 시간이 지나도 유분이 많아지지 않아 화장이 오래 갑니다.

**저자극 포뮬러**
- 하이포알러지, 피부과, 민감성 피부 테스트를 완료해 민감한 피부도 안심하고 사용할 수 있습니다.

**추천 사용법**
- 세안 후 손이나 화장솜에 덜어 얼굴에 펴 바르고, 건조한 부위는 한 번 더 레이어링하면 좋습니다.
- 미스트 펌프를 활용하면 언제든 산뜻하게 수분 충전이 가능합니다.

**총평**
- 라네즈 젤 크림스킨은 속보습과 유분 컨트롤을 동시에 잡아주는 제품으로, 봄·여름철 산뜻한 수분 관리가 필요한 수부지·지성 피부에 특히 잘 맞습니다. 피부결 정돈, 보송한 마무리, 그리고 메이크업 지속력까지 모두 만족스럽습니다.",크림 스킨 후기 조화 크림 스킨 워터 크림 보습 순간 흡수 마무리 보송 매트 마무리 건조 피부 쫀쫀 유분 모공 케어 동안 오일 컨트롤 효과 지속 지성 수분 부족 지성 수부지 피부 징크 듀얼 펩타이드 성분 피지 분비 모공 부피 개선 도움 임상 피지 분비 감소 모공 부피 개선 효과 확인 메이크업 밀착 피부 정돈 마무리 덕분 메이크업 밀착 시간 유분 화장 자극 포뮬러 하이포 알러지 피부과 피부 테스트 완료 피부 안심 사용법 세안 화장 얼굴 건조 부위 레이어 미스트 펌프 활용 수분 충전 가능 총평 크림 스킨 보습 유분 컨트롤 동시 여름철 수분 관리 필요 부지 지성 피부 피부 정돈 보송 마무리 메이크업 지속,True
56,"젤 크림스킨 스페셜 기프트 세트
구매했습니다 
진정 젤 크림 토너 효과 
산뜻해서 좋습니다 
끈적임없고 잘 스며드는 젤 크림스킨
크림스킨보다 좀더 
쫀쫀한 느낌도 들고요
생각보다 좋더라고요
크림스킨이랑 젤크림스킨이랑 같이 써도 좋아요",크림 스킨 스페셜 기프트 세트 진정 크림 토너 효과 크림 스킨 크림 스킨 쫀쫀 크림 스킨 크림 스킨,True
23,끈적임없이 산뜻하고 촉촉하게 스며드는게 여름용으로 딱이네요^^,여름,True
5,겨울에 쓰기 좋습니다.,겨울,True
56,라네즈 젤 크림스킨 구매했습니다~라네즈 크림스킨은 예전부터 잘 쓰고 있었는데 젤 크림스킨이 나왔다고 해서 구매했습니다. 아무래도 여름엔 크림스킨은 조금 답답한 느낌이었는데 젤 크림스킨을 쓰니까 가볍고 수분감도 좋네요! 추천합니다.,크림 스킨 크림 스킨 예전 크림 스킨 여름 크림 스킨 크림 스킨 수분,True
55,라네즈 크림스킨 기획세트 정말 잘 샀어요 이런 세트 또 나오면 또 구매하려고요 뚜껑을 펌프로 교체해서 미스트로 사용하는데 건조해지거나 당김없이 촉촉함이 오래 유지됩니다 미스트펌프도 너무 사방으로 퍼져 분사되지않아 편리해요,크림 스킨 기획 세트 세트 뚜껑 펌프 교체 미스트 건조 유지 미스트 펌프 사방 분사 편리,True
6,"거의 다 써갑니당 ㅎㅎㅎ 믿고 쓰는 라네즈 크림스킨~~~~ 화장하기 전에 뿌리고 흡수시키면 화장 잘 먹어거 좋습니당!! 좋아서 친구들한테도 선물했어용 ㅎㅎㅎㅎ 가을 겨울에 딱인 느낌 ㅎㅎ 보습 좋아요~~ 그리고 미스트펌프 너무 편해서 잘 쓰고있습니다…
세안 후 칙칙 뿌리면 보습 끝!!!",크림 스킨 화장 흡수 화장 친구 가을 겨울 보습 미스트 펌프 편하다 세안 보습,True
74,속건조가 너무 심해서 반신반의하고 주문해봤어요. 세안하고 미스트로 팍팍 뿌려주니까 너무 간편하고요. 건조함도 많이 잡히네요. 건성한텐 매우 좋은 스킨인데 지성이나 복합성 분들은 조금 무겁게 느기실수도 있어요. 전 다쓰면 또 주문할거에요!,건조 심하다 반신반의 세안 미스트 간편하다 건조 건성 스킨 지성 복합,True
52,"3가지 제형이 섞이지 않고 한번에 나오는게 좋아요. 성분 조합 또한 너무 만족스러운데, 다만 함량은 잘 모르겠어서 아쉬워요. 그래도 주름, 탄력, 미백을 한가지 제품 안에 담아놓은 기능성 제품이라 이 제품과 크림 조합이면 어느정도 피부 관리가 되서 편해요. 에센스는 제형도 무겁지 않고 적당해서 개인적으로 사계절 내내 잘 쓸거 같아요.",제형 성분 조합 함량 주름 탄력 미백 기능 크림 조합 피부 관리 편하다 에센스 제형 개인 사계절,True
35,"퍼펙트리뉴 3X 세럼 어드밴스드 기획세트 한 달 사용 후, 피부 톤이 확실히 맑아지고 눈에 띄던 모공이 줄어든 게 느껴졌어요. 보습감도 좋아 촉촉하게 흡수되고, 크림과 함께 쓰면 피부가 더욱 쫀쫀해집니다. 주름, 탄력, 광채까지 한 번에 관리할 수 있어 재구매 의사 있어요.",퍼펙트 세럼 어드밴스드 기획 세트 피부 모공 보습 촉촉하다 흡수 크림 피부 쫀쫀 주름 탄력 광채 관리 의사,True
75,라네즈 NEW 퍼펙트리뉴 3X 세럼 어드밴스드 기획세트 3가지의 세럼을 섞어서 바르는 제품이라 좀 신기해요.향은 아주 은은하고 진하지않아 맘에들어요. 피부 보습 주름 광채에 도움이 안된다고하니 기대가 되요.촉촉한편입니다,퍼펙트 세럼 어드밴스드 기획 세트 세럼 신기하다 진하다 피부 보습 주름 광채 도움 기대 촉촉하다,True
52,"여러 브랜드 별로, 성능과 강화된 성분 별로 에센스를 사용해 보고 있는데 가격 대비 만족스러운 에센스 입니다
세가지 특화된 성분이 조화를 이루어 메마른 피부에 보습과 영양을 주네요
건성인 사람도 사용하기 좋은 에센스 입니다",브랜드 성능 강화 성분 에센스 대비 에센스 특화 성분 조화 메마르다 피부 보습 영양 건성 에센스,True
75,"NEW 퍼펙트리뉴 3X 세럼 어드밴스드 기획세트
비타민C 잡티 톤업 선크림 
 언제나 만족하는데요
배송도 좋고 사용감도 만족스러웠습니다
NEW 퍼펙트리뉴 3X 세럼 어드밴스드 기획세트
NEW 퍼펙트리뉴 3X 세럼 어드밴스드 기획세트",퍼펙트 세럼 어드밴스드 기획 세트 비타민 잡티 크림 퍼펙트 세럼 어드밴스드 기획 세트 퍼펙트 세럼 어드밴스드 기획 세트,True
35,"라네즈 퍼펙트 리뉴 3X세럼과 같이 구입했어요.
리뉴얼 되면서 주름, 탄력, 광채 3가지를 동시에 관리할 수 있다고 해서 혹 하더라고요~
나이가 40대인지라 피부 탄력이 예전 같지 않아요ㅠ

같은 라인의 세럼과 크림을 사용하면 시너지 효과가 더 좋을 듯 해서 같이 구입했는데...
사용해보니 맘에 쏙 드네요~^^

세럼은 묽은 타입인데 반해, 크림은 버터 제형으로 좀 되직해요. 그런데 피부에 녹듯이 싹 발리고 유분감도 심하지 않아요. 바른 후 피부결은 완전 부들부들해지고요. 여름철 정도나 빼고 사용하기 좋은 크림이에요.",퍼펙트 세럼 구입 리뉴얼 주름 탄력 광채 동시 관리 나이 피부 탄력 예전 라인 세럼 크림 시너지 효과 구입 세럼 타입 크림 버터 제형 피부 유분 심하다 피부 여름철 크림,True
57,아주 만족하게 사용중입니다 매번 계속 구매하게 되는 화장품이네요 좋아요,화장품,True
51,"배송 빠르고 좋습니다
포장도 잘 되어 있습니다.",빠르다,True
81,선물하려고 구매했어여. 좋아요. 다음에는 직접 사용해봐야 겠어요,다음,True
46,"원지 유튜브 보고 주문했어요~ 상품이 나온다는거 알고 아모레 들어와보니 제품 판매를 하고 있네요
원지 유튜브에서 말한거처럼 에센스 처럼 원한다고 하더니 진짜 썬크림 같지안고 기초 화장품 처럼 발림성이 나와요",원지 유튜브 아모레 판매 유튜브 에센스 썬크림 기초 화장품 발림,True
68,원지님 유튜브보고 한번 사봐야지~써봐야지~~하다가 결국 콜라보 끝나고 샀네요ㅠ 로션처럼 부담없이 사용하고 백색없는 그런 제품 찾고있었는데 딱이에요. 원지님 리뷰 유튜브 내용 고대로~~~입니다. 계속 쓸거같아요 좋아요!,원지 유튜브 결국 콜라 로션 부담 백색 원지 리뷰 유튜브 내용,True
50,"유통기한이 28년2월까지 넉넉해서 좋아요.
같이 온 샘플 먼저 사용해서 맞는지 테스트해봤는데 괜찮은듯요.",유통 기한 샘플 테스트 괜찮다,True
25,"끈적임이 없고 산뜻해요.
피부에 잘 스며들어서 좋아요~",피부,True
34,감사합니다 잘 쓰고있어요,감사,True
34,감사합니다 잘 쓸게요,감사,True
72,얼굴이 건조해 잔주름이 보여서 어플보다가 사은품때문에 구입해봤는데 부드럽게 잘 발리고 흡수도 잘 되는느낌이라 수분감이 느껴지는거 같더라구요. 바르고 수분크림 바르니까 속건조가 조금은 나아진 느낌이라 만족하면서 사용하고있어요,얼굴 건조 잔주름 어플 구입 흡수 수분 바르다 수분 크림 건조 조금,True
3,"배송 정말 빠르고
제품은 말해 뭐해요~~^^
만족!합니다!",빠르다,True
1,촉촉하고 좋아요 피부가 매끈해졌어요.,피부,True
68,유튜브에서 추천템으로 나와서 궁금해서 샀습니다. 잘 쓰겠습니다.,유튜브,True
3,"촉촉하고 산뜻해요 
첫구매했어요 
조아요 ~~",조아,True
82,원래 시코르에서 구매해서 쓰던게 있었는데 라보에이치에서도 비슷한 워터스케일러가 나와서 보자마자 구매해봤습니다.원래 쓰던게 좀더 화하고 거품도 잘나긴하지만 자주사용하기로는 이것도 딱 적당히 괜찮은것같사요.이게 워터제형이라 정신줄 놓고 쭉쭉짜면 반통금세 사라지니 주의해서 사용하시길 바랍니다 ㅋㅋ,시코르 라보 에이치 워터 스케일 거품 괜찮다 워터 제형 정신 주의,True
82,"라보에이치 댄드러프클리닉 워터스케일러 탈모증상완화.. 두피 건조해서 각질 자주 생겨 고민이에요. 두피 관리 꾸준히 하고 있지만, 각질이 잘 진정되지 않고 반복적으로 각질이 생겨 각질 제품들에 관심이 많이 생기네요. 워터스케일러 새로운 제품이라 바로 구매했어요.",라보 에이치 댄드러프 클리닉 워터 스케일 탈모 증상 완화 두피 건조 각질 고민 두피 관리 각질 진정 반복 각질 각질 관심 워터 스케일,True
2,라보에이치 샴푸를 워낙 잘 썼어서 헤어에센스도 믿고구매해봤습니다. 양손에 문질러서 머리카락을 주물주물하면 잘 흡수되고요. 마른머리보다는 머리감은 후에 젖은 머리에 바르면 더 효과적인 것 같습니다. 다만 양이 좀 적어서 아쉬워요. 좀 더 용랑이 많은걸 판매해주시면 좋겠어요.,라보 에이치 샴푸 헤어 에센스 양손 머리카락 흡수 머리 머리 머리 효과 판매,True
2,샴푸 구매시 사은품이로 와서 사용해보고 주문합니다.,샴푸,True
3,"좋아요 향도 좋구요
다음에도 또 구매하겠습니다",다음,True
3,"향도 좋고 느낌도 매우 좋습니다!
다음에 또 살게요!",다음,True
43,"✨️얘는 꼭 같은 라인샴푸랑같이쓰는거 추천
샴푸도 마찬가지임.
✨️두피컨디셔너(초록)이랑 번갈아가며 썻는데 얘가 더 기름진 느낌
✨️그렇다고 간지럽거나 하진않음
✨️박준뷰티랩컨디셔너 가끔쓰는데 두피! 안들어간거라 두피가까이쓰면 근지럽고 무지부드러워짐
✨️두피! 들어간 컨디셔너들은 모발이 부들해지는건 덜함",라인 샴푸 샴푸 마찬가지 두피컨디셔너 초록 기름지다 박준뷰티랩컨디셔너 두피 두피 근지럽고 두피 컨디셔너 모발 부들,True
3,배송 빠르고 꼼꼼하게 잘왔어요 잘쓸게요,빠르다,True
51,"배송 빠르게 잘 받았습니다.
향이 좋고 사용감이 좋아요.",빠르다,True
3,무난한 샴푸예요 향이 맘에 드네요 잘쓰고 있어요,샴푸,True
-1,향도 좋고 양도 적당하니 샴푸할 맛이 나네요!,샴푸,True
2,두피가 자주 가렵고 머리가 많이 빠지는 것 같아서 도움되는 샴푸 찾아보다 아모레몰에 라보에이치 두피강화 샴푸 있길래 구매해서 꾸준히 사용중입니다. 눈에 보이는 효과는 모르겠지만 머리 감을때 이전 사용하던 샴푸보다 개운해서 좋습니다.,두피 머리 도움 샴푸 아모레 라보 에이치 두피 강화 샴푸 효과 머리 이전 샴푸,True
64,리필팩은 첨인데 환경을 생각해서 좋은거같아요 매번 플라스틱 사용하는거 보다는 리필팩으로 구매하는게 좋을듯하네요 용량도 본품과 같고 괜찮네요 만족합니다 배송도 빨라서 좋아요 저렴하게 구매한거같습니다 만족합니다 좋아요 좋아여,리필 환경 플라스틱 리필 용량 괜찮다 빠르다 저렴하다,True
70,항상 쓰는 제품 이에요 온가족이 다 만족해요 항상 쓰는 제품 이에요 온가족이 다 만족해요 항상 쓰는 제품 이에요 온가족이 다 만족해요 항상 쓰는 제품 이에요 온가족이 다 만족해요 항상 쓰는 제품 이에요 온가족이 다 만족해요,가족 가족 가족 가족 가족,True
23,리필팩이라 조아요 환경에 도움됨~^^* 리필팩이라 조아요 환경에 도움됨~^^* 리필팩이라 조아요 환경에 도움됨~^^* 리필팩이라 조아요 환경에 도움됨~^^* 리필팩이라 조아요 환경에 도움됨~^^* 리필팩이라 조아요 환경에 도움됨~^^*,리필 조아요 환경 도움 리필 조아요 환경 도움 리필 조아요 환경 도움 리필 조아요 환경 도움 리필 조아요 환경 도움 리필 조아요 환경 도움,True
-1,"샴푸가좋아요----
강추합니다......",샴푸,True
42,"아모레퍼시픽 몰에서 각종 혜택 받고 잘 사용중인 뷰티템입니다 매일 들어가보는 재미가 있는 아모레몰 어플 ㅋㅋ 조아요

아모레퍼시픽 몰에서 각종 혜택 받고 잘 사용중인 뷰티템입니다 매일 들어가보는 재미가 있는 아모레몰 어플 ㅋㅋ 조아요",아모레퍼시픽 각종 혜택 뷰티템 재미 아모레 어플 조아요 아모레퍼시픽 각종 혜택 뷰티템 재미 아모레 어플 조아,True
-1,"제가 사용하려고 샀는데, 좋다며 온가족이 다 씁니다. 그래서 한 번에 여러 개 사서 쟁여두었어요^^",가족,True
28,"매일 사용하는 제품이 리필도 출시되어 너무 좋네요
매일 사용하는 제품이 리필도 출시되어 너무 좋네요매일 사용하는 제품이 리필도 출시되어 너무 좋네요매일 사용하는 제품이 리필도 출시되어 너무 좋네요매일 사용하는 제품이 리필도 출시되어 너무 좋네요",리필 출시 리필 출시 리필 출시 리필 출시 리필 출시,True
29,"샴푸 두 개 두고 번갈아 가며 쓰는
제품이에요",샴푸,True
5,특히 쿨링감이 좋아서 여름용으로 잘 사용중입니다-,여름,True
3,사용하기조아요,조아,True
3,정말 괜찮아요정말 괜찮아요 정말 괜찮아요정말 괜찮아요,괜찮다 괜찮다 괜찮다 괜찮다,True
-1,맘에들어요재구매해요감사합니다굿굿입니다,감사,True
2,"샴푸할때 시원하면서 쾌적해지는 느낌입니다. 
사용기간은 짧지만 맘에 들어요.",샴푸,True
5,여름이라 시원하게 사용하고 싶어서 구매해봤어요. 쿨링감 조금 있어요.,여름,True
2,한달사용했는데 다른샴푸에비해 개운하고 떡짐도 줄어든거같아요!!!,샴푸,True
45,"아주 마음에 들어요! 좋은 제품 잘 쓰겠습니다. 감사합니다.
 . .",감사,True
77,새치가 자꾸자꾸 늘어나니 스트레스가 되서 염색약 찾아보게 되었습니다 염색약 베스트셀러라고 하고 추천도 있어서 주문해 보았습니다 무난하게 염색하기도 좋고 한방 아니어도 나름 가성비 좋게 이용할 수 있어 좋습니다 오래동안 베스트자리 유지되길 바랍니다,새치 스트레스 염색약 염색 베스트셀러 염색 가성비 이용 오래 동안 베스트 자리 유지,True
0,"려 우아체 멋내기 새치크림
염색약 색깔 오렌지브라운 
예쁜색으로 염색이되니 좋네요
소포장 3회분으로 들어있어서
신선하게 사용가능하게 만들어져서
좋은제품이예요
염색할때 눈따갑거나 두피 자극없이
염색이 잘되니 정말 굿입니다",우아체 새치 크림 염색약 색깔 오렌지 브라운 예쁘다 염색 가능 염색 두피 자극 염색,True
77,새치염색을 해야할때가 많아서 그때마다 사용하기에 좋고 염색약 낭비안해도되고 한포씩 뜯어 쓰기에 좋고 염색도 엄청 빠른시간내 빨리 잘되고 색상도 어색하지 않고 자연스럽고 좋아요 독한 향도 나지 않아서 너무나 좋습니다 만족해요,새치 염색 염색약 낭비 염색 빠르다 시간 색상 자연,True
65,스프레이가 잘 안되요. 사용을 하다보면 어느 순간 스프레이가 힘들어요. 완전 순한 편은 아니고요.,스프레이 순간 스프레이 힘들다 순하다,True
16,라이브때 사니까 혜택이 좋습니다.잘사용하고 있습니다/~~라이브때 사니까 혜택이 좋습니다.잘사용하고 있습니다/~~라이브때 사니까 혜택이 좋습니다.잘사용하고 있습니다/~~라이브때 사니까 혜택이 좋습니다.너무좋습니다.최고에용,라이브 혜택 라이브 혜택 라이브 혜택 라이브 혜택,True
3,좋은 제품 잘 사서 쓰고있어요 다음에 또 살게요,다음,True
60,"조앙 리엔 사봄 뷩 시 전윈 뇬ㅅ 비봉 어느느 
ㅗㅈ 오라이 시로옷 오라잉 오랑림ㅎ ㅇㅇ료 조았ㅇ 레이싱 ㅇ ㅇㄴ 이상 시 열체크 ㅗ시 로 가는 ㅁㅇ 의 맛 있게 ㅁㅇㅇㄹㅇㅇ임ㄹㄹㄹ리ㅡㅁ 음ㄹ미ㅗㄹㄱㄱ 오이썬캐처 ㅇㅇ",조앙 전위 비봉 어느느 오라이 오랑 조았 레이싱 이상 체크 오이썬캐처,True
6,여름부터 사용했는데 쿨링감이 느껴지고 좋아요~!!,여름,True
3,좋은상품 잘쓰고있어요 려 샴푸 좋아요,샴푸,True
3,새로 나온 샴푸라 해서 구매해보아요 ^^,샴푸,True
81,제품 마음에 듭니다.다음에 구매할게요,다음,True
61,"아직 사용전인데
여름에 사용하면 시원할거 같아요",여름,True
2,샴푸가 있지만 행사를 해서 쟁였습니다.,샴푸,True
64,"본품 쓰고 있는데, 다 쓰면 리필해서 쓰려고 리필용으로 샀어요. 향이 좋아요.
리필용 사서 쓰는게 플라스틱용기 계속 버리는 것보다 환경에 나을 거라고 생각해서 사봤네요.
용량 400ml에 가격이 그리 저렴하지는 않아요.",리필 리필 리필 플라스틱 용기 환경 용량 저렴하다,True
78,좋아요 재구매의사 있아요 좋아요 재구먀의사 있어요 좋아요 재구매의사 있너요 좋아요 쟈구매의사있어뇨 좋어요 재구매의사 잇너뇨 좋어뇨 재구먀의사있너뇨 좋너요 재구먀의사ㅣ 있어뇨 ㅈㅎㅎ어요 좋어요 재구매의가있어요 ㅈㅎㅎ어요 자,의사 재구먀의사 의사 있너요 쟈구매의사있어뇨 의사 잇너뇨 좋어뇨 재구먀의사있너뇨 좋너요 재구먀의사 있어뇨,True
28,재구매에요. 리필용이 있어서 좋아요. 그럭저럭 쓸 만해요. 리필용이 있어서 환경 보호 하는 것 같네요. 제품은 그럭저럭 쓸만해요. 리필용이 있어서 좋아요. 그럭저럭 쓸만해요. 리필용이 있어서 좋아요. 그럭저럭 쓸만해요. 좋아요.,리필 리필 환경 보호 리필 리필,True
23,환경을 생각하면 리필이 최고인거같아요^^,환경 리필,True
58,"있던데 이 샴푸는 정말 잘 만든 것 같아요~!! 감고나서 깔끔하면서도 머릿결이 엉키는 느낌이 없이 부드러웠어요~ 그리고 정말로 거품이 크림같이 쫀득하고 풍성해요! 향도 거부감 없는 허브향이고 인공향료가 아닌 점도 맘에 들어요~ 무엇보다 탈모증상완화 효과가 있어서 가장 마음에 들었어요~!! 유산균이 들어가서 두피가 건강해질 것 같아요~ 전성분이 착하면서도 모든면에서 만족스러운 제품은 정말 오랜만이네요!!
패키지 디자인도 깔끔하고 산뜻해서 좋았어요",샴푸 머릿결 거품 크림 쫀득하다 풍성 거부감 허브 인공 향료 탈모 증상 완화 효과 유산균 두피 건강 성분 착하다 오랜만 패키지 디자인,True
0,"염색약이 두피에 자극을 적게 주어 마음 편히 사용할 수 있었습니다. 염색 후 머리카락 색상이 자연스럽고 깊이감 있게 표현되어 만족스러웠습니다.

검은콩 성분 덕분인지 염색 후에도 두피가 편안했고, 가려움이나 붉어짐 같은 불편함이 없었습니다. 염색약 특유의 자극적인 냄새가 강하지 않아 사용이 더욱 쾌적했습니다.

컬러는 6.0 브라운으로, 너무 밝지도 어둡지도 않은 중간 톤이라 나에게 잘 어울렸습니다. 머리결 손상도 크게 느껴지지 않아 염색 후에도 모발이 건강한 느낌을 유지했습니다.",염색약 두피 자극 염색 머리카락 색상 자연 깊이 표현 성분 덕분 염색 두피 편안 불편 염색약 특유 자극 냄새 강하다 컬러 브라운 중간 머리 손상 염색 모발 건강 유지,True
-1,"잘 받았습니다 
잘 사용하고 있습니다 재구매 의사 있습니다",의사,True
38,려 헤어쿠션 5.0자연갈색 헤어라인을 자연스럽게,헤어 쿠션 갈색 헤어 라인 자연,True
67,"괜찮아요 쓸만한것같음
괜찮아요 쓸만한것같음
괜찮아요 쓸만한것같음
괜찮아요 쓸만한것같음
괜찮아요 쓸만한것같음
괜찮아요 쓸만한것같음
괜찮아요 쓸만한것같음
괜찮아요 쓸만한것같음
괜찮아요 쓸만한것같음
괜찮아요 쓸만한것같음
괜찮아요 쓸만한것같음
괜찮아요 쓸만한것같음",괜찮다 괜찮다 괜찮다 괜찮다 괜찮다 괜찮다 괜찮다 괜찮다 괜찮다 괜찮다 괜찮다 괜찮다,True
38,려 헤어쿠션 팡팡 자연갈색 간편하게 힌머리 감춤,헤어 쿠션 갈색 머리,True
-1,배송 정말 빠르고 좋아요~,빠르다,True
43,몇 통을 재구매중인지 모르겠어요 이럴꺼면 대용량 만들어주라 롱테이크야 .. 향수 전부 다 써봤는데 바질빼고는 다 좋아요 인생템입니다 너무 좋아요 진짜 모르는 사람 없게해야해요 아니다 나만 알고싶어 아무도 쓰지마 ㅠㅠ,용량 테이크 향수 바질 인생,True
73,"롱테이크 바디용품 향이 너무 좋았어요 ~~~~^^
ㅎㅎ ㅎㅎ 

롱테이크 바디용품 향이 너무 좋았어요!~~~^^

롱테이크 바디용품 향이 정말 좋네요!!!~~~ㅎㅎㅎㅎㅎ 

여행갈때 챙겨가면 여행이 배가 될듯 합니다.",테이크 바디 용품 테이크 바디 용품 테이크 바디 용품 여행 여행,True
62,"롱테이크 샌달우드 향수~~~계~~~~속 구입중입니다 
ㅋㅋㅋ ㅎㅎㅎㅎㅎ 
진짜 얼마나 많이 샀는지 몰라요!!~~~~

저는 3가지 향 모두 좋아요!
바디 헤어 향수 모두~~~구입했어요!!~~^^

남녀 상관없이 사용하기에 좋아요!",테이크 우드 향수 구입 바디 헤어 향수 구입 남녀,True
3,향이 오래가요 잔향조아서 재구매 의사 잇어요,의사,True
3,상품 잘 받았습니다 두가지 번갈아 가면서 뿌릴게요 다음에 다시 재구매 할게요,다음,True
61,"향이
너무 좋아요.여름에 뿌리기 띡 좋습니다",여름,True
3,여행용으로 사용하려고 구매해서 아직 사용전이긴한데 향은 맘에 드네요,여행,True
3,향이 너무 좋아요 배송도 빠르고 너무 만족스러워요,빠르다,True
3,향도 좋은데 여행용으로 사용하기 좋아요~,여행,True
3,"화장품 살때마다
곁들여 주문허고 있어요
쟁여놓고 쓰고 있답니다",화장품,True
40,"샘플로 받아서 병원 입원할때 사용한 후부터 본품으로 사서 쭉 쓰고 있는데~~ 좋아요~~ 향도 좋고 머리카락도 좀 굵게 느껴져서~~^^ 본품으로 사용하지만 구매 금액 맞출때나 기프트 카드, 뷰티 포인트 소멸 임박하면 하나씩 사둬요~~^^",샘플 병원 입원 머리카락 금액 기프트 카드 뷰티 포인트 소멸 임박,True
3,여행용으로 샀는데 잘 쓸수 있울것같아요,여행,True
53,항상 쓰던제품이라 좋아요~ 여행갈때 잘 쓸 수 있을 것 같아요 !,여행,True
3,"생각보다 작긴하지만,여행용으로 잘 쓸게요",여행,True
73,"롱테이크 바디용품 향이 너무 좋았어요!~~
이번 여행에도 챙겨가서 잘 쓰고 왔네요~~^^

향이 좋아서 따로 향수 안 써도 될만큼 은은합니다~~~

롱테이크 바디용품 향이 정말 좋네요!!~~^^

롱테이크 바디용품 향이 너무 좋았어요 ~~",테이크 바디 용품 여행 향수 테이크 바디 용품 테이크 바디 용품,True
16,너무 좋아요 잘샀어요 감사합니다 주변에도 추천했는데 다 좋다고 하네요 향도 오래가고 좋아요 잘샀어요 또 주문할게요 ㅎㅎ 계속 주문할게요 감사합니다 더 많은 향기 만들어 주시면 감사하겠습니다 굿굿 좋아요 좋은하루 보내세요,감사 주변 감사 향기 감사 하루,True
41,"상품명: 샌달우드 인텐시브 3종 트라이얼 키트
주문일자: 2025.01.01
배송일자: 2025.01.03
유통기한: 2027.11.06; 2027.10.24

개인적으로 머릿결이 부드러워지는 것은 좋지만 헹구어내고 일상생활을 할 때 머리가 무거운 느낌이 들면서 너무 번들거리는 느낌을 정말 좋아하지 않는데
이 제품은 적당히 머리가 보드라우면서 무겁지 않고 개운한 느낌을 주는 것 같습니다
무엇보다 머릿결도 좋지만 저는 이 제품을 가장 좋아하는 이유는 자극적이지않고 은은하게 퍼지는 향이 너무 좋아서 입니다. 기존에 선물 받았던 제품은 바질향이었는데 이 향에 홀딱 반해 이 제품을 사용하게 되면서 이번엔 다른 향으로 주문을 해 보았습니다. 지극히 개인적으로는 선물 받았던 제품의 향이 조금 더 좋은 것 같은데 샌달우드 향을 좋아하는 분들이 더 많은 것 같아 보이네요
뭐든 개인 취향이겠지만 저는 두 가지 제품을 다 사용해보는 것도 좋다고 생각합니다. 이 제품을 한번 사게 되면 전혀 남기지 않고 끝까지 다 사용하실 수 있 을 거라는 확신이 있거든요. 헤어 제품 떠돌이로써 이 제품은 아주 만족하고 사용하고 있는 중입니다.

♡읽어주셔서 감사합니다!♡

☞제 리뷰가 도움이 되셨다면 도움이 돼요를 눌러주세요. 감사합니다!

오늘도 편안한 하루 되세요 (＾_＾)",상품명 우드 인텐시브 키트 일자 일자 유통 기한 개인 머릿결 일상 생활 머리 머리 머릿결 이유 자극 기존 바질 개인 우드 개인 취향 확신 헤어 떠돌이 감사 리뷰 도움 도움 감사 편안 하루,True
